id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
81888,satisfied,Female,Loyal Customer,52,Business travel,Business,2922,1,1,1,1,4,5,4,4,4,4,4,4,4,4,63,58
25673,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,761,1,4,1,4,1,1,5,1,4,3,4,3,4,1,7,3
91032,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,406,2,1,2,2,2,2,2,2,2,2,2,3,2,2,0,0
71033,satisfied,Female,Loyal Customer,32,Business travel,Business,2815,3,3,3,3,4,4,4,4,3,2,5,5,5,4,0,0
26080,satisfied,Female,Loyal Customer,40,Business travel,Eco,591,5,1,1,1,5,5,5,5,1,3,4,3,1,5,3,11
54164,neutral or dissatisfied,Male,Loyal Customer,13,Business travel,Eco,1400,2,1,1,1,2,1,2,2,4,3,3,3,4,2,0,0
19301,neutral or dissatisfied,Female,Loyal Customer,55,Personal Travel,Eco,299,1,5,3,1,3,3,3,4,4,5,5,3,3,3,136,156
78946,satisfied,Female,Loyal Customer,11,Business travel,Business,3063,3,3,3,3,4,4,4,4,3,5,4,5,5,4,0,0
61072,neutral or dissatisfied,Female,Loyal Customer,50,Business travel,Eco,1709,4,3,3,3,4,3,2,4,4,4,4,4,4,2,3,15
115153,satisfied,Female,Loyal Customer,49,Business travel,Business,3507,4,4,4,4,4,5,5,5,5,5,5,4,5,3,1,0
96806,satisfied,Male,Loyal Customer,55,Business travel,Business,2555,4,4,4,4,3,4,4,4,4,4,4,5,4,4,7,11
5156,neutral or dissatisfied,Female,Loyal Customer,67,Personal Travel,Eco,622,1,4,1,1,4,5,5,3,3,1,3,5,3,3,0,33
77810,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,696,1,5,1,3,5,1,4,5,5,2,5,4,4,5,0,0
10182,satisfied,Male,Loyal Customer,34,Business travel,Business,3471,2,2,2,2,5,5,5,5,5,5,5,3,5,4,53,43
99908,satisfied,Male,Loyal Customer,41,Business travel,Business,1428,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,12
99615,satisfied,Male,Loyal Customer,39,Business travel,Business,1154,4,4,4,4,5,4,5,,2,2,2,3,2,5,24,34
58744,satisfied,Male,Loyal Customer,50,Business travel,Business,1537,3,3,3,3,3,5,4,4,4,4,4,3,4,3,10,11
97211,satisfied,Male,Loyal Customer,49,Business travel,Business,1390,2,2,2,2,4,4,4,4,5,5,4,4,5,4,184,188
96705,neutral or dissatisfied,Female,Loyal Customer,43,Business travel,Business,813,1,3,3,3,4,3,4,1,1,1,1,4,1,3,0,0
52994,satisfied,Female,Loyal Customer,41,Business travel,Business,1208,2,2,2,2,5,1,2,2,2,2,2,5,2,5,0,0
63234,satisfied,Male,Loyal Customer,59,Business travel,Business,447,5,5,5,5,3,4,5,2,2,2,2,3,2,3,0,7
80553,satisfied,Male,Loyal Customer,45,Business travel,Business,1747,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,0
4253,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco Plus,1020,2,4,4,4,2,2,2,2,1,3,3,2,3,2,0,14
80330,satisfied,Female,disloyal Customer,55,Personal Travel,Eco,746,5,2,5,4,1,5,5,1,1,1,3,3,4,1,0,0
95098,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,239,3,4,3,3,4,3,4,4,3,3,4,3,4,4,0,0
53440,satisfied,Female,Loyal Customer,27,Business travel,Eco,2419,4,2,2,2,4,5,4,4,2,1,3,2,5,4,0,0
28132,neutral or dissatisfied,Male,disloyal Customer,27,Business travel,Eco,550,3,3,3,3,2,3,2,2,4,2,1,2,5,2,0,0
45796,neutral or dissatisfied,Male,Loyal Customer,52,Business travel,Business,391,4,4,5,4,4,4,3,4,4,4,4,2,4,4,3,6
7216,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Business,130,3,4,4,4,5,4,3,2,2,1,3,3,2,2,0,0
79700,neutral or dissatisfied,Female,Loyal Customer,24,Personal Travel,Eco,762,2,4,2,3,3,2,3,3,3,2,4,3,4,3,0,0
44055,satisfied,Female,Loyal Customer,21,Business travel,Eco Plus,296,0,4,0,2,5,0,5,5,2,1,1,3,3,5,0,0
71963,neutral or dissatisfied,Male,Loyal Customer,19,Business travel,Business,1440,2,5,5,5,2,2,2,2,3,2,3,4,3,2,52,60
92056,neutral or dissatisfied,Male,Loyal Customer,56,Business travel,Business,1589,5,5,5,5,4,1,3,5,5,4,5,3,5,4,0,0
106088,satisfied,Female,Loyal Customer,30,Business travel,Business,302,0,0,0,2,4,4,4,4,3,4,4,4,5,4,20,21
107495,neutral or dissatisfied,Male,Loyal Customer,25,Business travel,Eco,711,2,5,5,5,2,2,2,2,1,3,4,4,4,2,0,0
112959,neutral or dissatisfied,Female,Loyal Customer,62,Personal Travel,Eco,1164,1,4,1,1,4,4,5,4,4,1,4,5,4,5,29,25
19525,satisfied,Female,Loyal Customer,58,Business travel,Business,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0
51006,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,190,4,4,0,4,5,0,5,5,2,2,3,4,4,5,0,0
96337,satisfied,Female,disloyal Customer,24,Business travel,Business,1609,0,0,0,2,2,0,2,2,5,5,5,5,4,2,23,0
82346,satisfied,Male,Loyal Customer,51,Business travel,Business,1570,5,5,5,5,4,5,4,4,4,4,4,4,4,3,120,111
80462,satisfied,Male,Loyal Customer,47,Business travel,Business,2787,4,4,4,4,2,4,4,5,5,5,5,4,5,3,0,0
127382,satisfied,Female,Loyal Customer,46,Business travel,Business,868,2,2,2,2,4,4,5,3,3,3,3,4,3,4,0,0
24370,satisfied,Female,Loyal Customer,42,Business travel,Eco,669,4,5,5,5,1,4,5,4,4,4,4,4,4,2,1,17
125844,neutral or dissatisfied,Female,Loyal Customer,20,Business travel,Eco,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41
38737,satisfied,Female,Loyal Customer,36,Business travel,Eco,387,5,2,2,2,5,5,5,5,3,5,4,1,2,5,0,0
107641,satisfied,Male,Loyal Customer,53,Business travel,Business,405,2,2,5,2,3,4,5,5,5,5,5,4,5,5,32,30
3339,satisfied,Female,Loyal Customer,49,Business travel,Business,3844,1,1,1,1,5,5,5,4,4,4,4,4,4,4,86,80
46470,neutral or dissatisfied,Female,disloyal Customer,20,Business travel,Eco,73,2,4,2,4,2,2,2,2,3,3,3,1,4,2,0,0
24592,satisfied,Female,Loyal Customer,34,Business travel,Eco,526,5,4,4,4,5,5,5,5,1,4,5,2,3,5,0,0
28610,satisfied,Male,Loyal Customer,33,Business travel,Business,2466,3,3,3,3,4,4,4,3,2,4,5,4,2,4,163,158
30978,neutral or dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1476,2,1,1,1,2,2,2,2,1,3,4,1,4,2,0,0
100448,neutral or dissatisfied,Female,Loyal Customer,14,Personal Travel,Eco,1180,1,4,1,3,1,1,1,1,4,4,5,3,5,1,0,5
79864,satisfied,Male,Loyal Customer,36,Business travel,Business,3430,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,0
64496,neutral or dissatisfied,Male,Loyal Customer,52,Business travel,Business,190,1,1,1,1,3,2,3,4,4,4,1,3,4,3,0,0
94531,neutral or dissatisfied,Female,Loyal Customer,38,Business travel,Eco,323,3,1,1,1,3,4,3,3,1,3,4,2,4,3,27,27
93635,neutral or dissatisfied,Female,Loyal Customer,50,Personal Travel,Eco,577,2,4,2,3,2,4,4,2,2,2,2,4,2,3,0,0
40780,satisfied,Male,Loyal Customer,27,Business travel,Eco,590,0,1,1,1,5,1,5,5,3,1,3,5,3,5,0,0
24657,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Eco,873,3,3,3,3,4,3,4,4,3,5,5,1,4,4,0,0
15986,neutral or dissatisfied,Male,disloyal Customer,38,Business travel,Eco,780,2,2,2,4,3,2,3,3,1,1,5,4,1,3,0,10
72812,neutral or dissatisfied,Male,Loyal Customer,20,Business travel,Eco Plus,1045,2,2,2,2,2,1,2,2,4,5,4,1,4,2,14,2
124370,satisfied,Female,Loyal Customer,59,Business travel,Business,2349,1,1,1,1,5,4,4,4,4,4,4,3,4,4,0,0
124089,satisfied,Male,Loyal Customer,60,Business travel,Business,3363,4,4,4,4,5,4,4,2,2,2,2,5,2,4,0,0
126986,satisfied,Female,Loyal Customer,25,Business travel,Business,651,1,1,3,1,2,3,2,2,5,3,4,3,5,2,0,0
63420,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,447,4,5,4,2,5,5,5,2,2,4,3,3,2,3,0,0
102136,satisfied,Female,Loyal Customer,40,Business travel,Business,1788,5,5,5,5,4,4,4,5,5,5,5,5,5,5,84,92
73259,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,675,1,2,1,4,1,1,1,1,2,3,4,4,4,1,0,0
95959,satisfied,Female,Loyal Customer,66,Business travel,Business,3389,5,5,5,5,4,4,5,5,5,5,5,4,5,3,0,0
1124,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,158,4,5,4,1,4,4,4,4,3,2,4,4,4,4,0,0
124125,satisfied,Female,Loyal Customer,51,Business travel,Business,2145,1,1,1,1,3,4,3,5,5,5,3,1,5,2,10,1
87694,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,591,2,5,2,2,4,2,4,4,3,4,4,3,4,4,71,69
20280,neutral or dissatisfied,Female,Loyal Customer,56,Personal Travel,Eco,235,2,5,2,1,3,5,2,5,5,2,5,4,5,5,0,0
13395,satisfied,Male,Loyal Customer,70,Personal Travel,Eco,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,45
38685,satisfied,Female,Loyal Customer,35,Business travel,Eco Plus,2588,4,3,3,3,4,4,4,4,5,3,4,2,2,4,0,0
42835,satisfied,Male,Loyal Customer,55,Business travel,Business,2742,0,0,0,4,4,2,3,2,2,2,2,4,2,3,30,13
15508,neutral or dissatisfied,Female,Loyal Customer,35,Personal Travel,Eco,164,1,5,1,1,3,1,4,3,5,3,5,5,5,3,3,0
88774,satisfied,Male,Loyal Customer,69,Business travel,Business,404,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,0
88944,neutral or dissatisfied,Female,disloyal Customer,25,Business travel,Business,1199,3,4,3,3,5,3,5,5,4,,4,5,4,5,0,0
24078,neutral or dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,866,3,2,3,4,5,3,3,5,3,4,4,1,4,5,0,0
19516,neutral or dissatisfied,Female,Loyal Customer,22,Business travel,Eco Plus,566,3,3,3,3,3,3,2,3,4,3,4,3,3,3,5,3
56336,neutral or dissatisfied,Female,disloyal Customer,35,Business travel,Business,200,3,3,3,2,5,3,5,5,5,5,5,5,5,5,0,0
22147,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,633,3,4,3,4,1,3,5,1,3,2,5,4,5,1,0,0
21079,satisfied,Female,Loyal Customer,33,Business travel,Eco,227,4,5,5,5,4,4,4,4,3,2,4,3,2,4,0,0
23150,satisfied,Female,Loyal Customer,48,Business travel,Eco,223,4,4,4,4,5,4,2,4,4,4,4,3,4,1,0,0
43608,neutral or dissatisfied,Male,disloyal Customer,40,Business travel,Eco,297,1,0,1,3,2,1,2,2,5,5,4,5,1,2,0,0
92566,satisfied,Male,Loyal Customer,29,Business travel,Business,2139,5,5,5,5,4,4,4,4,3,5,3,4,4,4,0,0
44102,satisfied,Male,Loyal Customer,46,Business travel,Business,473,1,1,1,1,4,1,4,5,5,5,5,5,5,3,0,0
9858,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,531,3,4,3,4,4,3,4,4,4,2,4,5,4,4,24,31
21165,satisfied,Male,disloyal Customer,57,Business travel,Business,192,5,5,5,4,5,5,5,5,5,4,5,4,5,5,0,5
27337,satisfied,Female,Loyal Customer,37,Business travel,Eco,978,5,4,4,4,5,5,5,5,4,1,1,3,4,5,0,0
106039,satisfied,Female,disloyal Customer,40,Business travel,Business,452,4,4,4,4,3,4,3,3,3,3,4,5,4,3,5,0
53506,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2419,4,4,4,4,4,5,5,3,4,4,5,5,5,5,26,24
112777,neutral or dissatisfied,Female,Loyal Customer,36,Personal Travel,Eco,590,4,5,4,2,5,4,5,5,5,5,5,5,5,5,0,0
84982,satisfied,Male,Loyal Customer,52,Business travel,Business,1590,4,4,4,4,3,5,4,4,4,4,4,5,4,3,15,7
112312,satisfied,Male,disloyal Customer,20,Business travel,Business,853,5,0,5,1,2,5,2,2,4,4,4,5,4,2,8,0
44666,satisfied,Male,Loyal Customer,56,Business travel,Eco,173,3,1,1,1,3,3,3,3,4,4,4,5,5,3,0,0
18784,satisfied,Male,Loyal Customer,50,Business travel,Business,3468,5,5,5,5,5,2,2,4,4,4,4,5,4,4,2,0
107411,neutral or dissatisfied,Male,Loyal Customer,54,Business travel,Eco,468,3,5,5,5,3,3,3,3,2,4,4,1,4,3,12,4
5990,satisfied,Female,Loyal Customer,59,Business travel,Business,3747,3,4,3,3,3,5,5,4,4,4,4,5,4,4,59,47
7577,satisfied,Female,Loyal Customer,59,Business travel,Business,594,5,5,3,5,5,5,4,4,4,4,4,3,4,5,0,0
10298,neutral or dissatisfied,Female,disloyal Customer,49,Business travel,Business,316,1,1,1,3,4,1,4,4,3,3,4,3,4,4,0,1
6977,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Business,3845,1,3,3,3,1,1,1,1,1,5,3,1,4,1,0,0
55539,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Business,550,4,5,5,5,5,4,4,4,4,4,4,3,4,2,18,10
122978,satisfied,Male,Loyal Customer,60,Business travel,Business,3517,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,0
81156,neutral or dissatisfied,Male,disloyal Customer,26,Business travel,Business,700,3,3,3,2,5,3,5,5,4,4,5,4,4,,0,0
32730,satisfied,Male,Loyal Customer,58,Business travel,Eco,101,4,3,3,3,4,4,4,4,4,4,1,5,3,4,0,0
97935,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Business,2788,3,5,5,5,5,4,4,3,3,3,3,4,3,3,0,0
47371,neutral or dissatisfied,Male,Loyal Customer,51,Business travel,Business,599,3,2,2,2,2,3,3,3,3,3,3,4,3,3,35,30
70071,neutral or dissatisfied,Male,Loyal Customer,42,Personal Travel,Business,460,4,5,4,5,3,4,4,3,3,4,3,4,3,3,7,0
51380,neutral or dissatisfied,Female,Loyal Customer,39,Personal Travel,Eco Plus,447,3,4,3,5,4,3,4,4,5,2,5,5,5,4,68,120
91718,satisfied,Female,Loyal Customer,38,Business travel,Business,2089,4,4,4,4,4,5,4,3,3,4,3,5,3,4,0,1
99509,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,283,4,4,4,1,5,4,5,5,3,2,4,3,4,5,0,6
88634,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,406,2,4,2,1,2,2,2,2,2,4,3,3,4,2,2,0
27692,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1107,3,0,3,4,5,3,5,5,4,5,5,5,4,5,0,0
56024,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Business,2586,3,1,1,1,3,3,3,3,3,3,3,1,3,3,0,0
88168,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Eco,594,1,4,4,4,3,4,3,1,1,1,1,2,1,4,7,11
69170,satisfied,Female,Loyal Customer,36,Business travel,Business,187,0,5,0,4,3,5,5,3,3,5,5,4,3,3,0,12
12536,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Business,1625,2,1,1,1,2,,3,2,2,1,2,1,2,4,0,0
33689,satisfied,Male,Loyal Customer,58,Business travel,Business,1533,5,5,5,5,1,1,3,5,5,5,5,3,5,1,0,0
46275,neutral or dissatisfied,Female,Loyal Customer,7,Personal Travel,Eco,594,1,5,1,2,1,1,1,1,2,4,1,1,5,1,0,0
99013,neutral or dissatisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,543,4,1,2,3,5,3,4,2,2,2,2,2,2,2,3,0
21184,satisfied,Female,Loyal Customer,27,Business travel,Business,2134,4,4,4,4,5,5,5,5,5,2,5,4,2,5,51,40
96545,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,436,5,5,5,2,4,5,4,4,3,5,4,3,5,4,0,0
75094,satisfied,Female,Loyal Customer,35,Business travel,Business,1744,4,4,4,4,3,3,5,4,4,4,4,4,4,5,0,0
11282,neutral or dissatisfied,Female,Loyal Customer,67,Personal Travel,Eco,74,3,1,3,4,4,3,3,4,4,,4,1,4,3,0,0
120703,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,280,3,4,3,4,5,3,4,5,3,4,3,3,4,5,0,0
122646,neutral or dissatisfied,Male,Loyal Customer,53,Business travel,Business,3648,2,1,4,4,3,2,2,2,2,2,2,4,2,2,42,25
16049,satisfied,Male,Loyal Customer,34,Business travel,Business,3871,5,5,5,5,2,5,3,5,5,5,5,4,5,1,0,0
127227,neutral or dissatisfied,Male,Loyal Customer,56,Business travel,Eco,1460,2,5,5,5,3,2,3,3,2,5,4,2,3,3,0,0
41620,satisfied,Female,Loyal Customer,34,Business travel,Eco Plus,1464,0,0,0,3,2,0,2,2,5,5,4,4,5,2,3,14
98191,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Business,327,3,1,3,3,3,3,3,3,3,3,3,2,4,3,40,26
73690,neutral or dissatisfied,Female,Loyal Customer,38,Business travel,Business,192,2,5,5,5,2,3,4,2,2,2,2,1,2,4,0,3
61814,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1379,4,2,5,3,4,5,5,4,4,1,4,4,4,4,0,0
58928,satisfied,Male,Loyal Customer,16,Personal Travel,Eco,888,4,4,4,4,2,4,4,2,5,5,4,5,4,2,0,0
111806,satisfied,Female,Loyal Customer,51,Business travel,Business,3034,3,3,3,3,2,1,5,5,5,5,5,5,5,5,70,70
66577,neutral or dissatisfied,Female,Loyal Customer,48,Personal Travel,Eco,624,3,3,3,3,2,4,4,5,5,3,5,2,5,4,4,12
4851,satisfied,Male,disloyal Customer,61,Business travel,Business,408,5,5,5,3,2,5,4,2,3,4,4,3,,2,0,0
112121,satisfied,Male,Loyal Customer,51,Business travel,Business,977,4,4,4,4,2,4,4,4,4,4,4,3,4,4,13,5
31853,satisfied,Male,Loyal Customer,34,Business travel,Eco,2677,0,0,0,3,5,0,5,5,1,2,3,2,5,5,0,0
75543,satisfied,Female,disloyal Customer,24,Business travel,Business,337,5,0,4,3,5,4,5,5,3,2,5,3,4,5,0,0
32587,neutral or dissatisfied,Female,disloyal Customer,43,Business travel,Eco,163,2,0,2,4,4,2,4,4,4,3,2,4,5,4,0,3
96961,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Business,775,1,1,1,3,3,1,3,3,3,4,4,3,4,3,59,64
35558,neutral or dissatisfied,Female,Loyal Customer,53,Personal Travel,Eco,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0
55734,satisfied,Male,Loyal Customer,40,Business travel,Business,2161,5,5,5,5,4,5,4,5,5,5,5,5,5,3,0,0
76658,neutral or dissatisfied,Female,Loyal Customer,63,Personal Travel,Eco,516,1,4,1,4,3,5,5,3,3,1,3,4,3,5,0,0
78232,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,259,2,1,2,3,5,2,5,5,4,4,3,1,4,5,0,0
15825,neutral or dissatisfied,Female,disloyal Customer,59,Business travel,Business,195,2,2,2,1,4,2,4,4,4,5,5,4,5,4,0,0
30513,satisfied,Male,Loyal Customer,51,Business travel,Eco,377,5,1,1,1,5,5,5,5,5,3,5,4,5,5,1,0
64734,neutral or dissatisfied,Male,Loyal Customer,78,Business travel,Business,2703,3,4,4,4,1,4,4,3,3,3,3,2,3,3,5,0
124560,neutral or dissatisfied,Male,disloyal Customer,24,Business travel,Eco,453,3,5,3,2,4,3,4,4,3,3,5,3,4,4,17,32
3214,neutral or dissatisfied,Female,Loyal Customer,67,Personal Travel,Eco Plus,693,3,1,3,1,5,1,2,1,1,3,1,1,1,4,100,91
55996,satisfied,Male,disloyal Customer,22,Business travel,Eco,2586,4,4,4,1,4,5,5,3,5,5,4,5,3,5,177,225
79996,neutral or dissatisfied,Female,Loyal Customer,11,Personal Travel,Eco,1010,3,5,3,5,2,3,2,2,4,1,1,4,3,2,0,13
121232,satisfied,Male,Loyal Customer,51,Business travel,Business,2075,5,5,5,5,2,,5,5,5,5,5,3,5,3,0,0
108944,neutral or dissatisfied,Male,Loyal Customer,29,Business travel,Eco Plus,1066,4,1,1,1,4,4,4,4,4,5,3,4,4,4,129,119
54128,neutral or dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1400,1,0,0,4,3,1,3,3,2,4,2,1,5,3,1,0
125493,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco Plus,2979,2,2,2,4,2,5,5,3,2,3,4,5,4,5,0,0
111933,neutral or dissatisfied,Male,Loyal Customer,7,Personal Travel,Business,533,2,4,2,2,1,2,4,1,3,4,5,5,4,1,0,0
69411,neutral or dissatisfied,Female,Loyal Customer,70,Business travel,Business,2437,2,3,3,3,1,4,3,2,2,2,2,3,2,4,0,0
4836,satisfied,Male,Loyal Customer,58,Business travel,Business,3748,5,5,5,5,2,4,4,5,5,5,5,3,5,4,0,9
10774,satisfied,Male,Loyal Customer,45,Business travel,Business,1677,0,5,0,2,5,5,4,1,1,1,1,4,1,4,0,0
73395,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Business,1182,1,0,0,3,5,0,4,5,3,3,4,1,4,5,0,0
22732,satisfied,Female,Loyal Customer,45,Business travel,Business,2311,4,4,4,4,4,2,3,5,5,5,5,5,5,3,0,0
77276,satisfied,Female,Loyal Customer,48,Business travel,Business,1931,1,1,1,1,5,4,5,4,4,4,4,3,4,5,0,0
22047,neutral or dissatisfied,Female,Loyal Customer,33,Personal Travel,Business,304,1,4,1,4,4,4,3,3,3,1,3,2,3,4,5,0
75890,satisfied,Male,Loyal Customer,60,Business travel,Business,1999,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,0
122276,neutral or dissatisfied,Female,Loyal Customer,70,Personal Travel,Eco,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0
17675,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,282,3,2,3,3,1,3,1,1,4,5,3,4,3,1,0,5
4920,neutral or dissatisfied,Female,Loyal Customer,67,Personal Travel,Eco,1020,3,4,3,4,4,5,4,3,3,3,3,3,3,1,0,0
94711,satisfied,Male,Loyal Customer,43,Business travel,Business,293,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0
59106,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1846,3,4,3,1,1,3,1,1,3,5,4,4,5,1,18,23
86401,satisfied,Female,Loyal Customer,57,Business travel,Business,712,2,2,2,2,5,4,5,4,4,4,4,5,4,5,11,0
111080,neutral or dissatisfied,Female,Loyal Customer,57,Personal Travel,Eco,197,3,4,3,3,5,5,5,,5,3,5,4,5,4,26,15
89722,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,950,4,2,4,3,1,4,1,1,3,5,3,2,3,1,107,91
79405,neutral or dissatisfied,Male,Loyal Customer,47,Business travel,Business,509,3,3,3,3,4,3,3,3,3,3,3,2,3,2,0,0
21247,neutral or dissatisfied,Male,Loyal Customer,22,Business travel,Eco Plus,317,3,3,3,3,3,3,1,3,1,3,3,3,2,3,70,71
9315,neutral or dissatisfied,Female,Loyal Customer,59,Business travel,Business,419,2,5,5,5,4,3,3,2,2,2,2,1,2,2,12,4
115641,neutral or dissatisfied,Male,disloyal Customer,21,Business travel,Eco,447,2,2,1,4,1,1,1,1,4,4,3,4,3,1,7,0
47234,neutral or dissatisfied,Female,Loyal Customer,68,Personal Travel,Eco Plus,965,1,4,1,1,5,5,4,2,2,1,2,3,2,5,0,0
65875,satisfied,Male,Loyal Customer,27,Personal Travel,Eco,1389,5,5,4,1,3,4,3,3,3,5,5,4,5,3,0,0
46939,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,846,3,4,3,4,1,3,1,1,3,5,5,4,5,1,0,0
95360,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,293,2,4,2,4,3,,3,3,4,4,4,3,4,3,8,3
28225,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco Plus,834,4,5,4,4,1,4,1,1,5,2,5,5,5,1,0,1
32116,neutral or dissatisfied,Male,disloyal Customer,21,Business travel,Eco,101,1,3,1,4,4,1,4,4,4,3,2,4,3,4,0,0
92784,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1671,3,4,3,4,1,3,3,1,3,1,4,1,3,1,12,2
86170,satisfied,Male,Loyal Customer,60,Business travel,Business,2503,3,3,3,3,4,5,4,4,4,4,4,3,4,3,6,0
12850,neutral or dissatisfied,Female,Loyal Customer,48,Personal Travel,Eco,817,2,2,2,4,5,4,4,2,2,2,2,3,2,1,2,0
56334,satisfied,Female,Loyal Customer,51,Business travel,Business,3442,2,2,2,2,4,4,5,5,5,5,4,4,5,5,4,0
16606,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Eco,1008,3,2,2,3,1,2,1,1,5,3,3,4,2,1,0,0
122795,satisfied,Female,Loyal Customer,16,Business travel,Business,599,5,5,4,5,3,3,3,3,5,4,5,4,5,3,0,3
12307,satisfied,Female,Loyal Customer,45,Business travel,Business,2119,2,2,5,2,3,4,5,4,4,4,3,1,4,4,108,96
21670,satisfied,Male,Loyal Customer,31,Business travel,Business,708,4,4,4,4,3,3,3,3,4,2,1,4,3,3,3,0
44418,neutral or dissatisfied,Male,disloyal Customer,18,Business travel,Eco Plus,342,1,1,1,3,3,1,3,3,2,1,4,1,3,3,32,41
121453,neutral or dissatisfied,Male,disloyal Customer,21,Business travel,Eco,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1
92447,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Eco,1892,3,4,5,4,2,3,2,2,3,1,4,1,4,2,0,0
90330,satisfied,Female,Loyal Customer,,Business travel,Business,3262,2,2,2,2,3,4,5,4,4,4,4,4,4,4,9,2
111262,satisfied,Male,Loyal Customer,51,Business travel,Business,459,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0
85058,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Business,696,2,5,2,2,4,2,4,4,5,3,4,5,5,4,0,0
120763,neutral or dissatisfied,Female,disloyal Customer,20,Business travel,Eco,678,3,3,3,5,4,3,5,4,4,4,5,5,5,4,0,0
80795,satisfied,Female,Loyal Customer,56,Business travel,Business,2301,5,5,5,5,5,4,5,5,5,5,5,3,5,5,0,0
66103,satisfied,Female,Loyal Customer,56,Business travel,Business,2607,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0
26363,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Eco,894,3,2,2,5,1,2,1,1,3,3,2,5,3,1,3,2
103877,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,882,1,5,1,5,2,1,5,2,4,5,2,5,2,2,33,21
38589,neutral or dissatisfied,Female,Loyal Customer,70,Personal Travel,Eco Plus,2475,2,3,2,3,2,4,4,1,1,2,1,4,1,3,0,0
